Type,id
Requirement,Ability to trigger intimation to BA on offer letter release/acceptance and same to be updated in CRM on real time basis
Requirement,Ability to understand cost heads and apportion for costs associated with cases which are not booked.
Requirement,Ability to understand the payment patterns and be able to forecast the potential default/payment dates
Requirement,"Ability to update different EMI payment methods - NACH, eNACH, PDC, UPI, QR Code Enabled NACH, RTGS, NEFT, any other future payment methods"
Requirement,Ability to update relevant data for customer contracts/accounts across different systems
Requirement,Ability to update the loan status on a real time after the successful repossession/surrender/payment/release.
Requirement,Ability to update the payments/default pattern for customers from the analytics engine as per defined rules (Frequency/Type/Value etc.)
Requirement,Ability to update/foreclose the existing loan as per agreement with the customer (Loan Tenure/EMI etc.)
Requirement,Ability to upload financials reports and automatic check on ratios and other financial analysis
Requirement,"Ability to upload the documents required as per checklist for disbursal (Signed agreement, Credit condition documents, etc.) and trigger necessary workflow for further processing"
Requirement,Ability to validate documents (insurance & invoice) and case- basis pre-defined dynamic checklist per product type
Requirement,"Ability to validate documents and case - basis pre-defined dynamic checklist per product type. Ability to view relevant documents for every checklist point, against it on the checklist."
Requirement,Ability to validate if the agreement is signed (with both physical & digital signature) and details such as (security cheques (SPDC) and collateral details) are available
Requirement,"Ability to validate if the payment is received as per foreclosure amount, and initiate foreclosure. In case of difference, notify relevant stakeholders"
Requirement,"Ability to validate if there is any Group level dues, from any of the Customer's contract, and initiate End of Term"
Requirement,Ability to verify the authenticity and completeness of all the captured information and documents
Requirement,"Ability to waive-off, refund, issue credit note basis approval workflow, cases to case basis. (Maintain audit trail with approvals and time stamp)"
Constraint,"About the improvement of anti-money laundering, anti-terrorism financing, anti-escape supervision system mechanism"
DataObject,ACC-06 Flat File
BusinessProcess,Accept Authorization
Requirement,Access Management
BusinessProcess,Access to Master Data - India
Principle,Accessible Data
Product,Accessory Devices
Product,Accessory Financing
BusinessObject,Account
BusinessObject,Account (username / password)
ApplicationFunction,Account Management
DataObject,Account Mapping@Quarterly
BusinessActor,Accountant
BusinessActor,Accountant - China
BusinessActor,Accountant - MEX
BusinessActor,Accountant - Tax
BusinessActor,Accountant - Treasury
BusinessProcess,Accountant to get authorized signatures
Capability,Accounting
DataObject,Accounting
BusinessActor,Accounting Manager - China
ApplicationComponent,Accounting Module
DataObject,Accounts_Table
DataObject,Accouting Reports (AFC) SSRS
DataObject,Accouting Reports (FLC) SSRS
Value,Accuracy
ValueStream,Acquire Policy
Device,Actico Financial Spreading Application
ApplicationComponent,Actico Financial Spreading Module
Device,Actico OCR Application
ApplicationComponent,Actico Spreading Automation Module (Fincura API)
BusinessActor,Action Owner
Product,Action Service
BusinessProcess,Activate jobs on production
BusinessProcess,Activate Wholesale Contract with 0% Interest Rate - China
TechnologyService,Active Directory
Artifact,AD Audit Logs
ApplicationComponent,AD Audit Plus
Node,AD DS Banqsoft
Requirement,AD01 Logical Separation of IT Environments
Requirement,AD02 Information Protection outside Production Environment
Requirement,AD05 Security Test Approval
ApplicationComponent,Adapter: CMS to CSG
ApplicationComponent,Adapter: CMS to DWH (Data Loader)
ApplicationComponent,Adapter: CMS to DWH (Extractor)
ApplicationComponent,Adapter: CMS to E-Invoice
ApplicationComponent,Adapter: CMS to Navision
ApplicationComponent,Adapter: CMS to PM
ApplicationService,Add Audit Trail for Name List Review
ApplicationService,Add Audit Trail for Risk Grading Review
BusinessProcess,Add Client into Finscan Local Database
ApplicationProcess,"Add Info to ""User"" Table, Set isPreRegister Flag = 1, isRegister Flag = 0"
BusinessProcess,Add Pricing - A
BusinessProcess,Add/Change Borrower in CMS - China
BusinessProcess,Adding Pricing (Calculated Externally) - A
Product,Additional Lubrication Services
Product,Additional Options - Australia
Requirement,"Additionally, ability to provide comparison across different product lines (Loans, Operating Lease, Finance Lease etc.)"
Requirement,Additonally representation of bounced / failed attempt for NACH / payment gateway
DataObject,Ad-hoc generated invoices
BusinessProcess,Adjust to standard interest rate - China
Device,Admin PC
Constraint,Administrative Measures for Anti-money Laundering and Anti-terrorist Financing of Banking Financial Institutions
